App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity,Category_Display
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20.0,1000000,Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.5211220068298389,ENTERTAINMENT
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19.0,1000000,Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.49546326754385966,ENTERTAINMENT
Comedy Central,ENTERTAINMENT,3.9,22378,19.0,1000000,Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.34690642241745184,ENTERTAINMENT
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19.0,1000000,Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.40812905844155845,ENTERTAINMENT
FOX,ENTERTAINMENT,3.7,197774,44.0,10000000,Free,0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,0.4584032017365351,ENTERTAINMENT
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43.0,100000,Free,0,Everyone,Entertainment,"July 13, 2018",2.3.2,5.0 and up,0.43614353211823453,ENTERTAINMENT
All Events in City,EVENTS,4.0,3782,9.5,100000,Free,0,Everyone,Events,"June 12, 2018",8.4,4.0.3 and up,0.5618210678210679,EVENTS
DroidAdmin for Android - Advice,EVENTS,4.2,811,2.8,10000,Free,0,Everyone,Events,"May 29, 2018",3.8,4.0 and up,0.5074501424501425,EVENTS
Happy Birthday Songs Offline,EVENTS,4.4,464,8.9,100000,Free,0,Everyone,Events,"December 4, 2017",1.3,4.1 and up,0.634313725490196,EVENTS
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24.0,1000000,Free,0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up,0.5702181577181578,EVENTS
Citibanamex Movil,FINANCE,3.6,52306,42.0,5000000,Free,0,Everyone,Finance,"July 27, 2018",20.1.0,5.0 and up,0.5081359751359751,FINANCE
Bualuang mBanking,FINANCE,4.0,48445,10.0,5000000,Free,0,Everyone,Finance,"July 16, 2018",2.6.0,4.0.3 and up,0.34824705387205385,FINANCE
Ecobank Mobile Banking,FINANCE,4.0,12073,42.0,1000000,Free,0,Everyone,Finance,"May 25, 2018",3.3,4.2 and up,0.5415730180313514,FINANCE
Banorte Movil,FINANCE,4.1,111632,65.0,1000000,Free,0,Everyone,Finance,"June 9, 2018",5.10.1.40699,4.4 and up,0.5673119519369519,FINANCE
BZWBK24 mobile,FINANCE,4.5,64959,39.0,1000000,Free,0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up,0.5547810559006211,FINANCE
"Even - organize your money, get paid early",FINANCE,4.8,12304,21.0,100000,Free,0,Everyone,Finance,"August 2, 2018",6.0.16,5.0 and up,0.4627380952380952,FINANCE
Digit Save Money Automatically,FINANCE,4.5,8188,22.0,100000,Free,0,Everyone,Finance,"July 31, 2018",2.29.01,4.1 and up,0.4027419926303855,FINANCE
Expense IQ Money Manager,FINANCE,4.4,21570,27.0,1000000,Free,0,Everyone,Finance,"June 19, 2018",2.0.4,4.0 and up,0.44198430929882543,FINANCE
Experian - Free Credit Report,FINANCE,4.6,23130,46.0,1000000,Free,0,Everyone,Finance,"July 12, 2018",2.1.4,4.2 and up,0.5278456406717276,FINANCE
Branch,FINANCE,4.6,69973,3.8,1000000,Free,0,Everyone,Finance,"July 23, 2018",1.17.1,4.0 and up,0.44464553386428385,FINANCE
CreditWise from Capital One,FINANCE,4.6,26587,8.4,1000000,Free,0,Everyone,Finance,"July 19, 2018",1.18.0,4.4 and up,0.5351311517429939,FINANCE
Credit Sesame,FINANCE,4.3,25166,11.0,1000000,Free,0,Everyone,Finance,"July 25, 2018",3.1.16,4.1 and up,0.3942038112959166,FINANCE
Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870,7.4,1000000,Free,0,Everyone,Finance,"July 24, 2018",2.9.5,4.0.3 and up,0.4247380315762669,FINANCE
E*TRADE Mobile,FINANCE,3.9,10658,58.0,1000000,Free,0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up,0.49361037978225475,FINANCE
Digit Save Money Automatically,FINANCE,4.5,8188,22.0,100000,Free,0,Everyone,Finance,"July 31, 2018",2.29.01,4.1 and up,0.4027419926303855,FINANCE
Current debit card and app made for teens,FINANCE,4.3,685,21.0,50000,Free,0,Everyone,Finance,"August 3, 2018",3.0.22,4.4 and up,0.4721886874699375,FINANCE
Betterment,FINANCE,4.4,3780,11.0,100000,Free,0,Everyone,Finance,"August 3, 2018",6.0.6,5.0 and up,0.5105452301501409,FINANCE
Citizens Bank Mobile Banking,FINANCE,4.1,15192,38.0,1000000,Free,0,Everyone,Finance,"May 23, 2018",4.2.1,4.1 and up,0.49393451290772716,FINANCE
GoBank,FINANCE,4.4,5950,12.0,500000,Free,0,Everyone,Finance,"June 1, 2018",2.131,4.1 and up,0.5303020581933049,FINANCE
BBVA Compass Banking,FINANCE,4.3,5905,50.0,500000,Free,0,Everyone,Finance,"July 27, 2018",6.0.2,4.4 and up,0.4824433106575964,FINANCE
BankMobile Vibe App,FINANCE,4.3,14627,23.0,1000000,Free,0,Everyone,Finance,"July 9, 2018",5.1,4.1 and up,0.5646099190664409,FINANCE
ACE Elite,FINANCE,4.1,2898,45.0,100000,Free,0,Everyone,Finance,"May 9, 2018",4.10.0,4.4 and up,0.44258938592271924,FINANCE
Associated Credit Union Mobile,FINANCE,4.7,3290,12.0,50000,Free,0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up,0.5595348639455783,FINANCE
Bank of America Mobile Banking,FINANCE,4.4,341090,53.0,10000000,Free,0,Everyone,Finance,"July 31, 2018",7.8.8,4.4 and up,0.4850038651824366,FINANCE
Discover Mobile,FINANCE,4.6,87951,68.0,5000000,Free,0,Everyone,Finance,"July 23, 2018",9.7.0,4.1 and up,0.5277777777777778,FINANCE
Amex Mobile,FINANCE,4.3,24729,32.0,1000000,Free,0,Everyone,Finance,"August 3, 2018",6.7.0,5.0 and up,0.4177012452568008,FINANCE
Citi Mobile®,FINANCE,4.0,78306,46.0,5000000,Free,0,Everyone,Finance,"July 31, 2018",9.9.0,4.4 and up,0.4984982638888889,FINANCE
Chase Mobile,FINANCE,4.6,1374549,32.0,10000000,Free,0,Everyone,Finance,"July 23, 2018",3.52,5.0 and up,0.488717625876108,FINANCE
Barclays US for Android,FINANCE,4.1,6998,24.0,1000000,Free,0,Everyone,Finance,"August 1, 2018",6.29.37589,5.0 and up,0.41255418771043767,FINANCE
Easy Recipes,FOOD_AND_DRINK,4.7,2707,8.9,100000,Free,0,Everyone,Food & Drink,"May 15, 2018",2.12,4.0.3 and up,0.5101388888888889,FOOD_AND_DRINK
Debonairs Pizza,FOOD_AND_DRINK,3.8,3320,8.4,500000,Free,0,Everyone,Food & Drink,"August 4, 2018",1.9.117,4.0.3 and up,0.6054166666666667,FOOD_AND_DRINK
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103,66.0,1000000,Free,0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up,0.47051000630182965,FOOD_AND_DRINK
Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35.0,5000000,Free,0,Everyone,Food & Drink,"August 2, 2018",7.12,5.0 and up,0.47002923976608185,FOOD_AND_DRINK
Dairy Queen,FOOD_AND_DRINK,3.7,731,43.0,100000,Free,0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up,0.37438271604938267,FOOD_AND_DRINK
Healthy Recipes Free,FOOD_AND_DRINK,4.0,1077,17.0,100000,Free,0,Everyone,Food & Drink,"October 18, 2017",3.2.0,4.0.3 and up,0.5317927072927073,FOOD_AND_DRINK
Easy Healthy Recipes,FOOD_AND_DRINK,4.1,278,7.2,50000,Free,0,Everyone,Food & Drink,"July 20, 2018",24.5.0,4.0 and up,0.5893495297805643,FOOD_AND_DRINK
Cookpad,FOOD_AND_DRINK,4.5,131569,8.2,10000000,Free,0,Everyone,Food & Drink,"August 3, 2018",2.76.2.0-android,4.2 and up,0.5483966650633317,FOOD_AND_DRINK
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986,76.0,1000000,Free,0,Teen,Food & Drink,"November 23, 2017",5.7.23,5.0 and up,0.49978214060245313,FOOD_AND_DRINK
Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35.0,5000000,Free,0,Everyone,Food & Drink,"August 2, 2018",7.12,5.0 and up,0.47002923976608185,FOOD_AND_DRINK
EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690,25.0,100000,Free,0,Everyone,Food & Drink,"July 3, 2018",3.1.14,5.0 and up,0.5136076011076011,FOOD_AND_DRINK
Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755,8.5,100000,Free,0,Everyone,Food & Drink,"July 20, 2018",2.4.11,6.0 and up,0.5137362637362637,FOOD_AND_DRINK
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156,15.0,10000000,Free,0,Everyone,Health & Fitness,"June 28, 2018",Varies with device,Varies with device,0.5552208555333555,HEALTH_AND_FITNESS
Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705,15.0,1000000,Free,0,Everyone,Health & Fitness,"July 10, 2018",1.0.2,4.0 and up,0.47010378510378514,HEALTH_AND_FITNESS
Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706,9.4,100000,Free,0,Everyone,Health & Fitness,"July 24, 2018",1.0.5,4.1 and up,0.5471371452621452,HEALTH_AND_FITNESS
Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116,4.0,500000,Free,0,Everyone,Health & Fitness,"July 30, 2018",1.1.22,4.1 and up,0.6174126984126984,HEALTH_AND_FITNESS
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071,6.9,100000,Free,0,Everyone,Health & Fitness,"July 24, 2018",1.0.12,4.1 and up,0.4469090862840863,HEALTH_AND_FITNESS
Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294,11.0,1000000,Free,0,Everyone,Health & Fitness,"July 9, 2018",3.0.7,4.1 and up,0.5369835099867568,HEALTH_AND_FITNESS
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,15.0,5000000,Free,0,Everyone,Health & Fitness,"July 26, 2018",2.8.2,5.0 and up,0.49825571575571576,HEALTH_AND_FITNESS
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,4.3,1000000,Free,0,Everyone,Health & Fitness,"August 4, 2018",2.6,4.2 and up,0.47691442816442814,HEALTH_AND_FITNESS
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67.0,10000000,Free,0,Everyone,Health & Fitness,"July 11, 2018",3.5.0,5.0 and up,0.5346484758473062,HEALTH_AND_FITNESS
Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445,48.0,500000,Free,0,Everyone,Health & Fitness,"July 2, 2018",112.0,4.4 and up,0.5205262651534973,HEALTH_AND_FITNESS
"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848,13.0,1000000,Free,0,Everyone,Health & Fitness,"July 18, 2018",2.6,4.1 and up,0.5969551282051282,HEALTH_AND_FITNESS
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31.0,5000000,Free,0,Everyone,Health & Fitness,"July 16, 2018",3.48,4.1 and up,0.5265805589912732,HEALTH_AND_FITNESS
Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104,25.0,10000000,Free,0,Everyone,Health & Fitness,"August 3, 2018",5.3,5.0 and up,0.46370628720238094,HEALTH_AND_FITNESS
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67.0,10000000,Free,0,Everyone,Health & Fitness,"July 11, 2018",3.5.0,5.0 and up,0.5346484758473062,HEALTH_AND_FITNESS
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35.0,5000000,Free,0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up,0.5669227994227994,HEALTH_AND_FITNESS
Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945,12.0,500000,Free,0,Teen,Health & Fitness,"May 17, 2018",2.6.1,4.2 and up,0.5268369912690124,HEALTH_AND_FITNESS
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15.0,100000,Free,0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up,0.5510479902042402,HEALTH_AND_FITNESS
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39.0,10000000,Free,0,Everyone,Health & Fitness,"July 23, 2018",3.6.4,4.2 and up,0.42147727272727276,HEALTH_AND_FITNESS
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35.0,5000000,Free,0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up,0.5669227994227994,HEALTH_AND_FITNESS
Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145,23.0,1000000,Free,0,Everyone,Health & Fitness,"August 1, 2018",7.3.4-play,5.0 and up,0.5416666666666666,HEALTH_AND_FITNESS
"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326,28.0,1000000,Free,0,Teen,Health & Fitness,"August 4, 2018",2.9.18,4.1 and up,0.501774753024753,HEALTH_AND_FITNESS
Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674,6.1,1000000,Free,0,Everyone,Health & Fitness,"July 31, 2018",4.5.4,4.1 and up,0.4943462357748072,HEALTH_AND_FITNESS
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19.0,1000000,Free,0,Everyone,Health & Fitness,"July 16, 2018",6.5.1,5.0 and up,0.5599666010020583,HEALTH_AND_FITNESS
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8,500000,Free,0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up,0.49545471424337406,HEALTH_AND_FITNESS
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5,100000,Free,0,Everyone,Health & Fitness,"August 27, 2016",2.3.4,5.0 and up,0.5126753949820021,HEALTH_AND_FITNESS
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3,500000,Free,0,Everyone,Health & Fitness,"July 15, 2018",3.3,4.0 and up,0.5183584892290249,HEALTH_AND_FITNESS
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0,100000,Free,0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up,0.44987611304684477,HEALTH_AND_FITNESS
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19.0,1000000,Free,0,Everyone,Health & Fitness,"July 16, 2018",6.5.1,5.0 and up,0.5599666010020583,HEALTH_AND_FITNESS
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8,500000,Free,0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up,0.49545471424337406,HEALTH_AND_FITNESS
Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469,3.6,100000,Free,0,Everyone,Health & Fitness,"July 23, 2014",1.0.9,2.3 and up,0.5294246031746032,HEALTH_AND_FITNESS
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5,100000,Free,0,Everyone,Health & Fitness,"August 27, 2016",2.3.4,5.0 and up,0.5126753949820021,HEALTH_AND_FITNESS
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3,500000,Free,0,Everyone,Health & Fitness,"July 15, 2018",3.3,4.0 and up,0.5183584892290249,HEALTH_AND_FITNESS
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0,100000,Free,0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up,0.44987611304684477,HEALTH_AND_FITNESS
Happify,HEALTH_AND_FITNESS,3.7,1812,37.0,100000,Free,0,Everyone,Health & Fitness,"July 24, 2018",1.31.0-15160.950adac99,4.4 and up,0.34500000000000003,HEALTH_AND_FITNESS
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10.0,500000,Free,0,Everyone,Health & Fitness,"July 15, 2018",5.2,4.4 and up,0.5443468915343915,HEALTH_AND_FITNESS
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15.0,100000,Free,0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up,0.5510479902042402,HEALTH_AND_FITNESS
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31.0,5000000,Free,0,Everyone,Health & Fitness,"July 16, 2018",3.48,4.1 and up,0.5265805589912732,HEALTH_AND_FITNESS
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39.0,10000000,Free,0,Everyone,Health & Fitness,"July 23, 2018",3.6.4,4.2 and up,0.42147727272727276,HEALTH_AND_FITNESS
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35.0,5000000,Free,0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up,0.5669227994227994,HEALTH_AND_FITNESS
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000,18.0,1000000,Free,0,Everyone,House & Home,"July 28, 2018",9.6.8,4.1 and up,0.4356902356902357,HOUSE_AND_HOME
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5,1000000,Free,0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up,0.5809655146534579,HOUSE_AND_HOME
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,9.1,1000000,Free,0,Everyone,House & Home,"July 12, 2018",6.7.12.2018,4.0.3 and up,0.6011085211085211,HOUSE_AND_HOME
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,13.0,1000000,Free,0,Everyone,House & Home,"June 29, 2018",3.6,4.0.3 and up,0.48327186147186146,HOUSE_AND_HOME
DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3,10000,Free,0,Teen,House & Home,"February 18, 2018",2.1,4.1 and up,0.5576276837640475,HOUSE_AND_HOME
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27.0,100000,Free,0,Everyone,House & Home,"May 29, 2018",2.4.2,4.4 and up,0.4402344652344652,HOUSE_AND_HOME
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16.0,1000000,Free,0,Everyone,House & Home,"July 16, 2018",4.7.13,4.4 and up,0.4129084844302236,HOUSE_AND_HOME
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0,50000,Free,0,Everyone,House & Home,"May 30, 2018",1.2,4.0.3 and up,0.6261428571428571,HOUSE_AND_HOME
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77.0,1000000,Free,0,Everyone,House & Home,"June 29, 2018",5.0.1,4.0.3 and up,0.3499928774928775,HOUSE_AND_HOME
Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7,100000,Free,0,Everyone,House & Home,"March 13, 2015",1.2,3.0 and up,0.2,HOUSE_AND_HOME
Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,5.3,500000,Free,0,Everyone,House & Home,"March 12, 2015",1.4,3.0 and up,0.5115454545454545,HOUSE_AND_HOME
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5,1000000,Free,0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up,0.5809655146534579,HOUSE_AND_HOME
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30.0,500000,Free,0,Everyone,House & Home,"July 31, 2018",5.20.38,4.2 and up,0.47902116402116407,HOUSE_AND_HOME
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16.0,1000000,Free,0,Everyone,House & Home,"July 16, 2018",4.7.13,4.4 and up,0.4129084844302236,HOUSE_AND_HOME
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99.0,50000,Free,0,Everyone,Libraries & Demo,"August 2, 2018",7.0,4.0.3 and up,0.5723406385281385,LIBRARIES_AND_DEMO
Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,95.0,50000,Free,0,Everyone,Libraries & Demo,"June 8, 2018",5.0,4.0.3 and up,0.5643201884920634,LIBRARIES_AND_DEMO
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28.0,1000000,Free,0,Everyone,Libraries & Demo,"July 13, 2018",2.4,5.0 and up,0.571494708994709,LIBRARIES_AND_DEMO
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4,500000,Free,0,Everyone,Libraries & Demo,"January 9, 2018",4.2.2,3.2 and up,0.4835820560820561,LIBRARIES_AND_DEMO
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55.0,100000,Free,0,Everyone,Libraries & Demo,"August 2, 2018",5.1.2,4.4 and up,0.3554406601628824,LIBRARIES_AND_DEMO
Easy Hair Style Design,LIFESTYLE,4.3,601,5.1,100000,Free,0,Everyone,Lifestyle,"December 20, 2017",1.0,2.3 and up,0.554462962962963,LIFESTYLE
Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5.0,1000000,Free,0,Everyone,Lifestyle,"November 3, 2016",1.0,2.3 and up,0.42436317540484203,LIFESTYLE
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11.0,10000000,Free,0,Everyone 10+,Lifestyle,"June 25, 2018",5.2.4(881),4.0.3 and up,0.40594568130282416,LIFESTYLE
Entel,LIFESTYLE,3.2,16168,55.0,1000000,Free,0,Everyone,Lifestyle,"July 26, 2018",2.2.9,4.0.3 and up,0.33131373256373253,LIFESTYLE
Diary with lock,LIFESTYLE,4.6,815893,4.4,10000000,Free,0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up,0.568277521195691,LIFESTYLE
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16.0,500000,Free,0,Everyone,Lifestyle,"May 31, 2018",3.7,7.0 and up,0.33451561065197427,LIFESTYLE
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45.0,10000000,Free,0,Everyone,Lifestyle,"August 2, 2018",16.7.1,4.4 and up,0.5448769579856536,LIFESTYLE
HTC Speak,LIFESTYLE,3.5,6145,13.0,10000000,Free,0,Everyone,Lifestyle,"June 30, 2016",8.00.775375,5.0 and up,0.3343441435108102,LIFESTYLE
H&M,LIFESTYLE,3.7,41941,14.0,10000000,Free,0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up,0.5764898448231781,LIFESTYLE
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,36.0,1000000,Free,0,Everyone,Lifestyle,"June 15, 2018",2.0,4.1 and up,0.5931982912212505,LIFESTYLE
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,3.0,500000,Free,0,Everyone,Lifestyle,"August 4, 2018",2.0,2.3 and up,0.519702380952381,LIFESTYLE
H Pack,LIFESTYLE,4.3,9412,1.7,1000000,Free,0,Everyone,Lifestyle,"December 17, 2016",1.5.1,4.0.3 and up,0.37940877525252525,LIFESTYLE
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,100000,Free,0,Everyone,Lifestyle,"September 27, 2016",2.0,4.3 and up,0.34800007023458346,LIFESTYLE
DIY Garden Ideas,LIFESTYLE,4.1,3309,13.0,500000,Free,0,Everyone,Lifestyle,"August 5, 2018",10.0,4.0 and up,0.6164950980392156,LIFESTYLE
Brit + Co,LIFESTYLE,3.9,987,4.5,10000,Free,0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up,0.5189175234487734,LIFESTYLE
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29.0,5000000,Free,0,Everyone,Lifestyle,"August 2, 2018",3.1.2.1,4.1 and up,0.46706982799765306,LIFESTYLE
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,100000,Free,0,Everyone,Lifestyle,"September 27, 2016",2.0,4.3 and up,0.34800007023458346,LIFESTYLE
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,100000,Free,0,Everyone,Lifestyle,"September 27, 2016",2.0,4.3 and up,0.34800007023458346,LIFESTYLE
Etta Homes,LIFESTYLE,4.2,220,15.0,50000,Free,0,Everyone,Lifestyle,"July 26, 2018",9.1.0,5.0 and up,0.49577991452991454,LIFESTYLE
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,7.7,100000,Free,0,Everyone,Lifestyle,"September 27, 2016",2.2.6,2.2 and up,0.36908837256493504,LIFESTYLE
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097,7.5,500000,Free,0,Everyone,Lifestyle,"April 26, 2018",1.2,4.0 and up,0.6,LIFESTYLE
7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,14.0,100000,Free,0,Teen,Lifestyle,"March 8, 2017",3.6.3,4.0.3 and up,0.6002028218694886,LIFESTYLE
Candy Crush Saga,GAME,4.4,22426677,74.0,500000000,Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.45629279100529097,GAME
Bubble Shooter,GAME,4.5,148897,46.0,10000000,Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,0.5156595926423513,GAME
Hello Kitty Nail Salon,GAME,4.2,369203,24.0,50000000,Free,0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up,0.517986901986902,GAME
Clash Royale,GAME,4.6,23133508,97.0,100000000,Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.48923595085873556,GAME
Helix Jump,GAME,4.2,1497361,33.0,100000000,Free,0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.4872210639607329,GAME
Block Puzzle,GAME,4.6,59800,7.8,5000000,Free,0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,0.5367871126316935,GAME
Angry Birds Rio,GAME,4.4,2610526,46.0,100000000,Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,0.4715201068772497,GAME
Candy Crush Soda Saga,GAME,4.4,6198563,67.0,100000000,Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,0.48132998930374143,GAME
Clash of Clans,GAME,4.6,44891723,98.0,100000000,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.5339562645447385,GAME
Block Puzzle Classic Legend !,GAME,4.2,17039,4.9,5000000,Free,0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up,0.5360595538720538,GAME
8 Ball Pool,GAME,4.5,14198297,52.0,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.4913517369146038,GAME
Bubble Witch 3 Saga,GAME,4.7,1732263,78.0,50000000,Free,0,Everyone,Puzzle,"July 17, 2018",4.8.4,3.0 and up,0.5379182096492003,GAME
Granny,GAME,4.5,1135631,59.0,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.5562993347603944,GAME
Angry Birds Classic,GAME,4.4,5566669,97.0,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,0.5348862663965559,GAME
